iteration,lambda,learning_rate,rms
21,0.5,0.9,0.0909095437549
21,0.5,0.91,0.174808680862
21,0.5,0.92,0.26107166207
21,0.5,0.93,0.127733550023
21,0.5,0.94,0.202005725423
21,0.5,0.95,0.16839537944
21,0.5,0.96,0.079182840957
21,0.5,0.97,0.223966042909
21,0.5,0.98,0.228857214808
21,0.5,0.99,0.119558574644
21,0.5,1.0,0.0844263228463
21,0.5,1.01,0.0724153948926
21,0.5,1.02,0.396993757025
21,0.5,1.03,0.0906645611397
21,0.5,1.04,0.235516708501
21,0.5,1.05,0.159769255938
21,0.5,1.06,0.173893853426
21,0.5,1.07,0.123310481187
21,0.5,1.08,0.144494815439
21,0.5,1.09,0.149207545836
21,0.5,1.1,0.135458675416
21,0.5,1.11,0.334100176447
21,0.5,1.12,0.276015396227
21,0.5,1.13,0.193661692715
21,0.5,1.14,0.262288773024
21,0.5,1.15,0.175570042977
21,0.5,1.16,0.13187187709
21,0.5,1.17,0.191701734213
21,0.5,1.18,0.337974087268
21,0.5,1.19,0.160166077455
21,0.5,1.2,0.224069048873
21,0.5,1.21,0.215053771809
21,0.5,1.22,0.223971139419
21,0.5,1.23,0.249018428153
21,0.5,1.24,0.18745627446
21,0.5,1.25,0.252110476517
21,0.5,1.26,0.206782130942
21,0.5,1.27,0.297864153463
21,0.5,1.28,0.198488402281
21,0.5,1.29,0.133826769453
21,0.5,1.3,0.153342783437
21,0.5,1.31,0.188532116776
21,0.5,1.32,0.191658197535
21,0.5,1.33,0.129777126587
21,0.5,1.34,0.185265443077
21,0.5,1.35,0.198174110095
21,0.5,1.36,0.225204052804
21,0.5,1.37,0.157534595088
21,0.5,1.38,0.256996930547
21,0.5,1.39,0.188196526555
21,0.5,1.4,0.250683618541
21,0.5,1.41,0.1902424329
21,0.5,1.42,0.235144074329
21,0.5,1.43,0.248606913188
21,0.5,1.44,0.24636549766
21,0.5,1.45,0.156866565049
21,0.5,1.46,0.214128770741
21,0.5,1.47,0.162111696361
21,0.5,1.48,0.206946145099
21,0.5,1.49,0.214808141169
21,0.5,1.5,0.180373276095
21,0.2,0.0,0.509009733788
21,0.2,0.01,0.50518842373
21,0.2,0.02,0.471125961987
21,0.2,0.03,0.443091294165
21,0.2,0.04,0.436745283412
21,0.2,0.05,0.420059798491
21,0.2,0.06,0.423622449176
21,0.2,0.07,0.386598412357
21,0.2,0.08,0.349543890277
21,0.2,0.09,0.394269137393
21,0.2,0.1,0.372639206623
21,0.2,0.11,0.358500193018
21,0.2,0.12,0.384943489545
21,0.2,0.13,0.35280107201
21,0.2,0.14,0.332158682706
21,0.2,0.15,0.368852707332
21,0.2,0.16,0.219431024226
21,0.2,0.17,0.256763672897
21,0.2,0.18,0.254746248993
21,0.2,0.19,0.300444741474
21,0.2,0.2,0.154829741282
21,0.2,0.21,0.242110598723
21,0.2,0.22,0.318332929729
21,0.2,0.23,0.178440261131
21,0.2,0.24,0.148343238094
21,0.2,0.25,0.181650236926
21,0.2,0.26,0.22090528973
21,0.2,0.27,0.369696704105
21,0.2,0.28,0.279065057398
21,0.2,0.29,0.187924251085
21,0.2,0.3,0.191096019953
21,0.2,0.31,0.170891264099
21,0.2,0.32,0.211564900137
21,0.2,0.33,0.0653855953118
21,0.2,0.34,0.319176956699
21,0.2,0.35,0.0837660612245
21,0.2,0.36,0.212714205767
21,0.2,0.37,0.16819377521
21,0.2,0.38,0.0881590545251
21,0.2,0.39,0.23315915873
21,0.2,0.4,0.147154638461
21,0.2,0.41,0.160637162497
21,0.2,0.42,0.183925995782
21,0.2,0.43,0.0953230510407
21,0.2,0.44,0.0930706102058
21,0.2,0.45,0.0852292146052
21,0.2,0.46,0.285865017496
21,0.2,0.47,0.0613863365688
21,0.2,0.48,0.129244650918
21,0.2,0.49,0.0698492999228
21,0.2,0.5,0.356999867744
21,0.2,0.51,0.164271966
21,0.2,0.52,0.107830647124
21,0.2,0.53,0.0784755178425
21,0.2,0.54,0.148303007635
21,0.2,0.55,0.107429083155
21,0.2,0.56,0.0725740258341
21,0.2,0.57,0.123909020781
21,0.2,0.58,0.107317646068
21,0.2,0.59,0.11061207875
21,0.2,0.6,0.157522264717
21,0.2,0.61,0.137928901286
21,0.2,0.62,0.0879447251244
21,0.2,0.63,0.0884227648706
21,0.2,0.64,0.0603033726397
21,0.2,0.65,0.289891292764
21,0.2,0.66,0.137052150977
21,0.2,0.67,0.151077814231
21,0.2,0.68,0.112070203634
21,0.2,0.69,0.0900042728535
21,0.2,0.7,0.181950879957
21,0.2,0.71,0.118166682177
21,0.2,0.72,0.101378474262
21,0.2,0.73,0.206765777505
21,0.2,0.74,0.111210986308
21,0.2,0.75,0.128464909167
21,0.2,0.76,0.134810466801
21,0.2,0.77,0.118239170572
21,0.2,0.78,0.0561602838589
21,0.2,0.79,0.281834412534
21,0.2,0.8,0.149683438156
21,0.2,0.81,0.141706896691
21,0.2,0.82,0.22550048111
21,0.2,0.83,0.0923680726079
21,0.2,0.84,0.14469994301
21,0.2,0.85,0.293969972399
21,0.2,0.86,0.0614463781852
21,0.2,0.87,0.214000385589
21,0.2,0.88,0.303504521892
21,0.2,0.89,0.182992373288
21,0.2,0.9,0.156118036047
21,0.2,0.91,0.286162949679
21,0.2,0.92,0.114330771063
21,0.2,0.93,0.110609546482
21,0.2,0.94,0.196499358198
21,0.2,0.95,0.264497551358
21,0.2,0.96,0.111754120505
21,0.2,0.97,0.154975372525
21,0.2,0.98,0.157932473939
21,0.2,0.99,0.123607348231
21,0.2,1.0,0.34623347658
21,0.2,1.01,0.155977565899
21,0.2,1.02,0.134071702971
21,0.2,1.03,0.248505409278
21,0.2,1.04,0.179783237677
21,0.2,1.05,0.233232919513
21,0.2,1.06,0.177581452778
21,0.2,1.07,0.201637803542
21,0.2,1.08,0.110285091582
21,0.2,1.09,0.179388764975
21,0.2,1.1,0.103574867046
21,0.2,1.11,0.10715930531
21,0.2,1.12,0.112864441384
21,0.2,1.13,0.209061495657
21,0.2,1.14,0.125751351297
21,0.2,1.15,0.207901924575
21,0.2,1.16,0.194443061115
21,0.2,1.17,0.178829637835
21,0.2,1.18,0.216274528209
21,0.2,1.19,0.175940312363
21,0.2,1.2,0.356741026793
21,0.2,1.21,0.192425495189
21,0.2,1.22,0.205748840246
21,0.2,1.23,0.203617354501
21,0.2,1.24,0.140772065223
21,0.2,1.25,0.13163481783
21,0.2,1.26,0.143963406434
21,0.2,1.27,0.18400023759
21,0.2,1.28,0.226091636926
21,0.2,1.29,0.0752176240818
21,0.2,1.3,0.128167379345
21,0.2,1.31,0.140778018821
21,0.2,1.32,0.179918996133
21,0.2,1.33,0.200647214594
21,0.2,1.34,0.169862382901
21,0.2,1.35,0.184504725071
21,0.2,1.36,0.168681212473
21,0.2,1.37,0.19532773951
21,0.2,1.38,0.194134679409
21,0.2,1.39,0.215656069499
21,0.2,1.4,0.192059175246
21,0.2,1.41,0.17440356393
21,0.2,1.42,0.15621318365
21,0.2,1.43,0.139700012875
21,0.2,1.44,0.229444999819
21,0.2,1.45,0.145774552949
21,0.2,1.46,0.122320413873
21,0.2,1.47,0.174604674267
21,0.2,1.48,0.237838502627
21,0.2,1.49,0.165915120069
21,0.2,1.5,0.296145164735
22,0.5,0.0,0.509009733788
22,0.5,0.01,0.465970610803
22,0.5,0.02,0.44771205456
22,0.5,0.03,0.406306243852
22,0.5,0.04,0.374588631302
22,0.5,0.05,0.355898642395
22,0.5,0.06,0.345464663615
22,0.5,0.07,0.183379572322
22,0.5,0.08,0.28394766657
22,0.5,0.09,0.316454727091
22,0.5,0.1,0.363655537508
22,0.5,0.11,0.154360022775
22,0.5,0.12,0.342902316362
22,0.5,0.13,0.177239995556
22,0.5,0.14,0.259074768415
22,0.5,0.15,0.149429474158
22,0.5,0.16,0.0515730228995
22,0.5,0.17,0.166456935509
22,0.5,0.18,0.0943336222663
22,0.5,0.19,0.342303851963
22,0.5,0.2,0.350796760412
22,0.5,0.21,0.117833576034
22,0.5,0.22,0.157138925652
22,0.5,0.23,0.0638496685852
22,0.5,0.24,0.104874362881
22,0.5,0.25,0.0698598153625
22,0.5,0.26,0.256225219852
22,0.5,0.27,0.170569352152
22,0.5,0.28,0.0669038106777
22,0.5,0.29,0.31817803408
22,0.5,0.3,0.270374073136
22,0.5,0.31,0.119226548185
22,0.5,0.32,0.184350072827
22,0.5,0.33,0.118377596279
22,0.5,0.34,0.118009827097
22,0.5,0.35,0.111907228978
22,0.5,0.36,0.203208427987
22,0.5,0.37,0.0990405557389
22,0.5,0.38,0.213800791625
22,0.5,0.39,0.0708665418659
22,0.5,0.4,0.0602180207313
22,0.5,0.41,0.0692853326991
22,0.5,0.42,0.204008104174
22,0.5,0.43,0.135040312415
22,0.5,0.44,0.11318594266
22,0.5,0.45,0.0918103218866
22,0.5,0.46,0.176998098489
22,0.5,0.47,0.160300322043
22,0.5,0.48,0.0760901176326
22,0.5,0.49,0.0644258258059
22,0.5,0.5,0.103703407108
22,0.5,0.51,0.114988720477
22,0.5,0.52,0.160274880609
22,0.5,0.53,0.101795878049
22,0.5,0.54,0.372910077109
22,0.5,0.55,0.106289791315
22,0.5,0.56,0.0963285378635
22,0.5,0.57,0.138430135967
22,0.5,0.58,0.0912577555678
22,0.5,0.59,0.0657988076411
22,0.5,0.6,0.217027327552
22,0.5,0.61,0.0420601738354
22,0.5,0.62,0.078669158507
22,0.5,0.63,0.247592380408
22,0.5,0.64,0.200016345298
22,0.5,0.65,0.197949948398
22,0.5,0.66,0.183745467924
22,0.5,0.67,0.248556736059
22,0.5,0.68,0.0906754457973
22,0.5,0.69,0.0464633514809
22,0.5,0.7,0.143222602464
22,0.5,0.71,0.150104756976
22,0.5,0.72,0.277095204209
22,0.5,0.73,0.19506756708
22,0.5,0.74,0.151395546927
22,0.5,0.75,0.136777465507
22,0.5,0.76,0.181186457527
22,0.5,0.77,0.168832037807
22,0.5,0.78,0.213766080599
22,0.5,0.79,0.102873292487
22,0.5,0.8,0.183314488538
22,0.5,0.81,0.137192073271
22,0.5,0.82,0.159531624066
22,0.5,0.83,0.2036098284
22,0.5,0.84,0.148134490914
22,0.5,0.85,0.156672783404
22,0.5,0.86,0.207951856378
22,0.5,0.87,0.195926475872
22,0.5,0.88,0.280820510275
22,0.5,0.89,0.105348964254
22,0.5,0.9,0.14108726499
22,0.5,0.91,0.149779762586
22,0.5,0.92,0.124252567717
22,0.5,0.93,0.111683363343
22,0.5,0.94,0.185947768478
22,0.5,0.95,0.263289703749
22,0.5,0.96,0.107404389866
22,0.5,0.97,0.198414582169
22,0.5,0.98,0.204873116865
22,0.5,0.99,0.204437092047
22,0.5,1.0,0.107713102514
22,0.5,1.01,0.151541101847
22,0.5,1.02,0.198666048194
22,0.5,1.03,0.178129095794
22,0.5,1.04,0.118816773552
22,0.5,1.05,0.189085311021
22,0.5,1.06,0.191413956099
22,0.5,1.07,0.179938844326
22,0.5,1.08,0.0909236480145
22,0.5,1.09,0.248483282802
22,0.5,1.1,0.236169649888
22,0.5,1.11,0.218795428116
22,0.5,1.12,0.217679397238
22,0.5,1.13,0.202137937991
22,0.5,1.14,0.219589608351
22,0.5,1.15,0.217545587223
22,0.5,1.16,0.195688319342
22,0.5,1.17,0.196824481391
22,0.5,1.18,0.195313157263
22,0.5,1.19,0.206550580402
22,0.5,1.2,0.226839735466
22,0.5,1.21,0.116454872682
22,0.5,1.22,0.18284122579
22,0.5,1.23,0.271243707524
22,0.5,1.24,0.165423916183
22,0.5,1.25,0.190358107318
22,0.5,1.26,0.194244942908
22,0.5,1.27,0.228851631846
22,0.5,1.28,0.162687356033
22,0.5,1.29,0.143162074083
22,0.5,1.3,0.28353241975
22,0.5,1.31,0.19630254217
22,0.5,1.32,0.177652352118
22,0.5,1.33,0.154730771162
22,0.5,1.34,0.137030639689
22,0.5,1.35,0.148351191481
22,0.5,1.36,0.214313725072
22,0.5,1.37,0.177898378039
22,0.5,1.38,0.258780110447
22,0.5,1.39,0.217324379378
22,0.5,1.4,0.166205749491
22,0.5,1.41,0.235513472677
22,0.5,1.42,0.21066481723
22,0.5,1.43,0.2320729514
22,0.5,1.44,0.125851769459
22,0.5,1.45,0.196301446825
22,0.5,1.46,0.233008223938
22,0.5,1.47,0.217445750959
22,0.5,1.48,0.136965463571
22,0.5,1.49,0.158484155457
22,0.5,1.5,0.185050446983
22,0.2,0.0,0.509009733788
22,0.2,0.01,0.486381834012
22,0.2,0.02,0.478827860601
22,0.2,0.03,0.432127944848
22,0.2,0.04,0.465064548353
22,0.2,0.05,0.420209308699
22,0.2,0.06,0.360593783019
22,0.2,0.07,0.365285234589
22,0.2,0.08,0.375179741773
22,0.2,0.09,0.446727764849
22,0.2,0.1,0.33017919667
22,0.2,0.11,0.272693194505
22,0.2,0.12,0.31269722817
22,0.2,0.13,0.382896893091
22,0.2,0.14,0.379331245439
22,0.2,0.15,0.245901352855
22,0.2,0.16,0.321686347442
22,0.2,0.17,0.404213372776
22,0.2,0.18,0.276110055726
22,0.2,0.19,0.259027938617
22,0.2,0.2,0.214160244315
22,0.2,0.21,0.313387568636
22,0.2,0.22,0.278748552802
22,0.2,0.23,0.22929437062
22,0.2,0.24,0.286346323298
22,0.2,0.25,0.166051030616
22,0.2,0.26,0.157069472821
22,0.2,0.27,0.193677674217
22,0.2,0.28,0.22816372441
22,0.2,0.29,0.320734347276
22,0.2,0.3,0.321099775795
22,0.2,0.31,0.0911797354533
22,0.2,0.32,0.111906161514
22,0.2,0.33,0.161587580291
22,0.2,0.34,0.16065512692
22,0.2,0.35,0.077246674725
22,0.2,0.36,0.134176062051
22,0.2,0.37,0.0537138039339
22,0.2,0.38,0.142220979804
22,0.2,0.39,0.155518107203
22,0.2,0.4,0.124762037394
22,0.2,0.41,0.166192406808
22,0.2,0.42,0.0494759159018
22,0.2,0.43,0.0985261496755
22,0.2,0.44,0.125746797429
22,0.2,0.45,0.122300164085
22,0.2,0.46,0.0391490523648
22,0.2,0.47,0.271294132866
22,0.2,0.48,0.103651167295
22,0.2,0.49,0.110592699995
22,0.2,0.5,0.246594878435
22,0.2,0.51,0.145797892994
22,0.2,0.52,0.0895766452685
22,0.2,0.53,0.11171417362
22,0.2,0.54,0.0956630399976
22,0.2,0.55,0.221616595769
22,0.2,0.56,0.10101662408
22,0.2,0.57,0.116343524198
22,0.2,0.58,0.26265430055
22,0.2,0.59,0.0921717468364
22,0.2,0.6,0.147762788632
22,0.2,0.61,0.0398443450995
22,0.2,0.62,0.133705360516
22,0.2,0.63,0.353791847536
22,0.2,0.64,0.166772551045
22,0.2,0.65,0.069796648509
22,0.2,0.66,0.269286866326
22,0.2,0.67,0.138539813832
22,0.2,0.68,0.149615854953
22,0.2,0.69,0.0765058710759
22,0.2,0.7,0.110671541692
22,0.2,0.71,0.117267014539
22,0.2,0.72,0.150685794722
22,0.2,0.73,0.0687304941239
22,0.2,0.74,0.145351808382
22,0.2,0.75,0.134879635723
22,0.2,0.76,0.089035905206
22,0.2,0.77,0.102648671461
22,0.2,0.78,0.140778021764
22,0.2,0.79,0.194193384648
22,0.2,0.8,0.224428758832
22,0.2,0.81,0.193539342688
22,0.2,0.82,0.137729270974
22,0.2,0.83,0.154628406266
22,0.2,0.84,0.102997291819
22,0.2,0.85,0.123739364628
22,0.2,0.86,0.130166047814
22,0.2,0.87,0.304765193964
22,0.2,0.88,0.121476157978
22,0.2,0.89,0.125256911595
22,0.2,0.9,0.129518567783
22,0.2,0.91,0.234949866492
22,0.2,0.92,0.0581910304102
22,0.2,0.93,0.231768930732
22,0.2,0.94,0.226627020213
22,0.2,0.95,0.318775871613
22,0.2,0.96,0.142014536764
22,0.2,0.97,0.178848889749
22,0.2,0.98,0.188420686604
22,0.2,0.99,0.222048154223
22,0.2,1.0,0.161639629508
22,0.2,1.01,0.253905054362
22,0.2,1.02,0.186922212004
22,0.2,1.03,0.148366590395
22,0.2,1.04,0.154335168156
22,0.2,1.05,0.149474560882
22,0.2,1.06,0.190346862401
22,0.2,1.07,0.201779735685
22,0.2,1.08,0.26147637011
22,0.2,1.09,0.0795307605402
22,0.2,1.1,0.13468089196
22,0.2,1.11,0.115943206769
22,0.2,1.12,0.11259635528
22,0.2,1.13,0.178896488109
22,0.2,1.14,0.0828909142062
22,0.2,1.15,0.300892572031
22,0.2,1.16,0.235591742679
22,0.2,1.17,0.142446066275
22,0.2,1.18,0.119639338461
22,0.2,1.19,0.20873948141
22,0.2,1.2,0.162768371674
22,0.2,1.21,0.137172486808
22,0.2,1.22,0.273292305633
22,0.2,1.23,0.139600658283
22,0.2,1.24,0.164470225391
22,0.2,1.25,0.103116040483
22,0.2,1.26,0.132651600762
22,0.2,1.27,0.416357845601
22,0.2,1.28,0.241655218317
22,0.2,1.29,0.169653348076
22,0.2,1.3,0.184572027982
22,0.2,1.31,0.241191947663
22,0.2,1.32,0.329273091923
22,0.2,1.33,0.11824286248
22,0.2,1.34,0.180654727391
22,0.2,1.35,0.161796630861
22,0.2,1.36,0.0968768370604
22,0.2,1.37,0.199386563948
22,0.2,1.38,0.151429287879
22,0.2,1.39,0.0896285259825
22,0.2,1.4,0.125999235623
22,0.2,1.41,0.185345679169
22,0.2,1.42,0.216672281078
22,0.2,1.43,0.174871250765
22,0.2,1.44,0.180655567527
22,0.2,1.45,0.187806107354
22,0.2,1.46,0.113917095834
22,0.2,1.47,0.203952139238
22,0.2,1.48,0.187483478803
22,0.2,1.49,0.122957801869
22,0.2,1.5,0.235540537464
23,0.5,0.0,0.509009733788
23,0.5,0.01,0.478035831735
23,0.5,0.02,0.460154059049
23,0.5,0.03,0.457597778377
23,0.5,0.04,0.37427946336
23,0.5,0.05,0.434476521454
23,0.5,0.06,0.328921794156
23,0.5,0.07,0.324535209597
23,0.5,0.08,0.255623473397
23,0.5,0.09,0.215327911062
23,0.5,0.1,0.362056533477
23,0.5,0.11,0.196994015369
23,0.5,0.12,0.241721149681
23,0.5,0.13,0.228968930178
23,0.5,0.14,0.259828669119
23,0.5,0.15,0.353757119806
23,0.5,0.16,0.262285236925
23,0.5,0.17,0.217791665575
23,0.5,0.18,0.0867126898754
23,0.5,0.19,0.228572532141
23,0.5,0.2,0.216841539455
23,0.5,0.21,0.178203240536
23,0.5,0.22,0.282246228119
23,0.5,0.23,0.0904379418162
23,0.5,0.24,0.153437933848
23,0.5,0.25,0.0415548328886
23,0.5,0.26,0.110355005516
23,0.5,0.27,0.15995731181
23,0.5,0.28,0.152871760382
23,0.5,0.29,0.1063295797
23,0.5,0.3,0.0519286309833
23,0.5,0.31,0.0848877397553
23,0.5,0.32,0.0630676755733
23,0.5,0.33,0.0802989028244
23,0.5,0.34,0.210150469866
23,0.5,0.35,0.218213466619
23,0.5,0.36,0.144438424942
23,0.5,0.37,0.165770201555
23,0.5,0.38,0.097764357879
23,0.5,0.39,0.13082379345
23,0.5,0.4,0.103232267785
23,0.5,0.41,0.0379447415306
23,0.5,0.42,0.0841329689929
23,0.5,0.43,0.0764595595435
23,0.5,0.44,0.134297356238
23,0.5,0.45,0.207570474987
23,0.5,0.46,0.158210259604
23,0.5,0.47,0.174277256728
23,0.5,0.48,0.149858615111
23,0.5,0.49,0.156037562104
23,0.5,0.5,0.0538838736555
23,0.5,0.51,0.0653382769429
23,0.5,0.52,0.168512224031
23,0.5,0.53,0.142183291475
23,0.5,0.54,0.441163248675
23,0.5,0.55,0.113599566263
23,0.5,0.56,0.212844576539
23,0.5,0.57,0.0989216858002
23,0.5,0.58,0.222259933998
23,0.5,0.59,0.256192616763
23,0.5,0.6,0.263738546563
23,0.5,0.61,0.108319770419
23,0.5,0.62,0.150231335376
23,0.5,0.63,0.201551239877
23,0.5,0.64,0.193229657619
23,0.5,0.65,0.167562532168
23,0.5,0.66,0.205838590565
23,0.5,0.67,0.115342901761
23,0.5,0.68,0.126760049604
23,0.5,0.69,0.206978162394
23,0.5,0.7,0.0953110445073
23,0.5,0.71,0.127991105205
23,0.5,0.72,0.229332190535
23,0.5,0.73,0.179164693048
23,0.5,0.74,0.230474565884
23,0.5,0.75,0.189608891434
23,0.5,0.76,0.0863906695399
23,0.5,0.77,0.112673725798
23,0.5,0.78,0.0858494589095
23,0.5,0.79,0.13868498524
23,0.5,0.8,0.302771282652
23,0.5,0.81,0.128334523566
23,0.5,0.82,0.263078264268
23,0.5,0.83,0.0735770980915
23,0.5,0.84,0.193041447279
23,0.5,0.85,0.262168842952
23,0.5,0.86,0.21003811867
23,0.5,0.87,0.249019900017
23,0.5,0.88,0.142089255936
23,0.5,0.89,0.223685452318
23,0.5,0.9,0.133598416899
23,0.5,0.91,0.114667770977
23,0.5,0.92,0.172256364452
23,0.5,0.93,0.177528671318
23,0.5,0.94,0.158090558379
23,0.5,0.95,0.076041931893
23,0.5,0.96,0.207862173393
23,0.5,0.97,0.136550438751
23,0.5,0.98,0.114264426462
23,0.5,0.99,0.181482994965
23,0.5,1.0,0.146158186814
23,0.5,1.01,0.158589931227
23,0.5,1.02,0.32998367024
23,0.5,1.03,0.13531352613
23,0.5,1.04,0.232162910537
23,0.5,1.05,0.0908778511242
23,0.5,1.06,0.112241226817
23,0.5,1.07,0.179214958516
23,0.5,1.08,0.173701312511
23,0.5,1.09,0.138920910042
23,0.5,1.1,0.134054553365
23,0.5,1.11,0.156942918316
23,0.5,1.12,0.169767309048
23,0.5,1.13,0.160945493735
23,0.5,1.14,0.0917785428385
23,0.5,1.15,0.155389025062
23,0.5,1.16,0.233946358969
23,0.5,1.17,0.127989988493
23,0.5,1.18,0.197502376663
23,0.5,1.19,0.134932939646
23,0.5,1.2,0.133574928602
23,0.5,1.21,0.161320480259
23,0.5,1.22,0.194599438822
23,0.5,1.23,0.165926357705
23,0.5,1.24,0.329628865449
23,0.5,1.25,0.174203875738
23,0.5,1.26,0.210707729775
23,0.5,1.27,0.130345599986
23,0.5,1.28,0.243283389691
23,0.5,1.29,0.210832476017
23,0.5,1.3,0.26894430036
23,0.5,1.31,0.190827911715
23,0.5,1.32,0.259985675068
23,0.5,1.33,0.159096838824
23,0.5,1.34,0.192348582716
23,0.5,1.35,0.194818778221
23,0.5,1.36,0.231636151915
23,0.5,1.37,0.139587123323
23,0.5,1.38,0.246064264351
23,0.5,1.39,0.217995586405
23,0.5,1.4,0.163184448707
23,0.5,1.41,0.239960840053
23,0.5,1.42,0.158664241947
23,0.5,1.43,0.238785086128
23,0.5,1.44,0.211015940657
23,0.5,1.45,0.23913566252
23,0.5,1.46,0.254101170131
23,0.5,1.47,0.183678532234
23,0.5,1.48,0.250093342184
23,0.5,1.49,0.226536194673
23,0.5,1.5,0.31375920678
23,0.2,0.0,0.509009733788
23,0.2,0.01,0.501426960254
23,0.2,0.02,0.478906363242
23,0.2,0.03,0.475421777456
23,0.2,0.04,0.463918728603
23,0.2,0.05,0.437074758189
23,0.2,0.06,0.406729101457
23,0.2,0.07,0.386118495106
23,0.2,0.08,0.351609299361
23,0.2,0.09,0.328567502111
23,0.2,0.1,0.341743273806
23,0.2,0.11,0.270141879244
23,0.2,0.12,0.2970574226
23,0.2,0.13,0.306365386929
23,0.2,0.14,0.249681813305
23,0.2,0.15,0.244336858029
23,0.2,0.16,0.360814740025
23,0.2,0.17,0.298090687973
23,0.2,0.18,0.170021862234
23,0.2,0.19,0.279055713565
23,0.2,0.2,0.216312917505
23,0.2,0.21,0.306817649955
23,0.2,0.22,0.198155901207
23,0.2,0.23,0.130619956345
23,0.2,0.24,0.250324737453
23,0.2,0.25,0.202913073634
23,0.2,0.26,0.233719984754
23,0.2,0.27,0.127163624049
23,0.2,0.28,0.293645022174
23,0.2,0.29,0.182985928608
23,0.2,0.3,0.240677174228
23,0.2,0.31,0.148887437615
23,0.2,0.32,0.251616797794
23,0.2,0.33,0.0878386950578
23,0.2,0.34,0.17918645308
23,0.2,0.35,0.251047283653
23,0.2,0.36,0.159148702391
23,0.2,0.37,0.0557546008841
23,0.2,0.38,0.206507161415
23,0.2,0.39,0.104532984111
23,0.2,0.4,0.124704994347
23,0.2,0.41,0.184648456849
23,0.2,0.42,0.101499878655
23,0.2,0.43,0.0484046742993
23,0.2,0.44,0.144862965923
23,0.2,0.45,0.129413370006
23,0.2,0.46,0.166370164531
23,0.2,0.47,0.269400900257
23,0.2,0.48,0.140538431945
23,0.2,0.49,0.127761069432
23,0.2,0.5,0.0999145716285
23,0.2,0.51,0.221062157188
23,0.2,0.52,0.0981775602985
23,0.2,0.53,0.142082748816
23,0.2,0.54,0.123545674487
23,0.2,0.55,0.194469018602
23,0.2,0.56,0.271458448086
23,0.2,0.57,0.0681044487985
23,0.2,0.58,0.140953385633
23,0.2,0.59,0.107696538553
23,0.2,0.6,0.143981129738
23,0.2,0.61,0.126818278071
23,0.2,0.62,0.120363375657
23,0.2,0.63,0.194629532007
23,0.2,0.64,0.167250289969
23,0.2,0.65,0.16256693602
23,0.2,0.66,0.12164369116
23,0.2,0.67,0.180298732869
23,0.2,0.68,0.131579855648
23,0.2,0.69,0.217595848374
23,0.2,0.7,0.154775607848
23,0.2,0.71,0.0979373618888
23,0.2,0.72,0.258783951229
23,0.2,0.73,0.144126493115
23,0.2,0.74,0.226825784813
23,0.2,0.75,0.179080974424
23,0.2,0.76,0.105278970416
23,0.2,0.77,0.212562908934
23,0.2,0.78,0.155771865921
23,0.2,0.79,0.0640039683727
23,0.2,0.8,0.204016919202
23,0.2,0.81,0.13659713195
23,0.2,0.82,0.0885329531837
23,0.2,0.83,0.185581955051
23,0.2,0.84,0.183801324871
23,0.2,0.85,0.230456299721
23,0.2,0.86,0.140276323829
23,0.2,0.87,0.172256809919
23,0.2,0.88,0.15871316087
23,0.2,0.89,0.114884663516
23,0.2,0.9,0.112818789398
23,0.2,0.91,0.118051613404
23,0.2,0.92,0.114710557527
23,0.2,0.93,0.126880512166
23,0.2,0.94,0.115306235255
23,0.2,0.95,0.148784427525
23,0.2,0.96,0.107289859316
23,0.2,0.97,0.130728325836
23,0.2,0.98,0.127211790565
23,0.2,0.99,0.181581274747
23,0.2,1.0,0.353455258671
23,0.2,1.01,0.14100003184
23,0.2,1.02,0.29955685257
23,0.2,1.03,0.210903695805
23,0.2,1.04,0.123826215825
23,0.2,1.05,0.0970900332925
23,0.2,1.06,0.191741919504
23,0.2,1.07,0.061915978129
23,0.2,1.08,0.179689269324
23,0.2,1.09,0.098863260236
23,0.2,1.1,0.0561779301919
23,0.2,1.11,0.168810962887
23,0.2,1.12,0.174414526076
23,0.2,1.13,0.164570310936
23,0.2,1.14,0.175489313263
23,0.2,1.15,0.117511549696
23,0.2,1.16,0.0876840337152
23,0.2,1.17,0.203413397786
23,0.2,1.18,0.160629026608
23,0.2,1.19,0.0810539401566
23,0.2,1.2,0.295712140085
23,0.2,1.21,0.196311987824
23,0.2,1.22,0.166919497651
23,0.2,1.23,0.182152820931
23,0.2,1.24,0.221172081505
23,0.2,1.25,0.143015596575
23,0.2,1.26,0.151956536196
23,0.2,1.27,0.18702992831
23,0.2,1.28,0.212574034917
23,0.2,1.29,0.155102843575
23,0.2,1.3,0.187182532609
23,0.2,1.31,0.392062354048
23,0.2,1.32,0.171190345418
23,0.2,1.33,0.16619965106
23,0.2,1.34,0.175165276442
23,0.2,1.35,0.279970261565
23,0.2,1.36,0.190617698068
23,0.2,1.37,0.184374112244
23,0.2,1.38,0.228903302544
23,0.2,1.39,0.317145513861
23,0.2,1.4,0.187167251985
23,0.2,1.41,0.209882448114
23,0.2,1.42,0.178052112585
23,0.2,1.43,0.112394056299
23,0.2,1.44,0.216235741274
23,0.2,1.45,0.203400341916
23,0.2,1.46,0.172303564246
23,0.2,1.47,0.148451259645
23,0.2,1.48,0.182461051788
23,0.2,1.49,0.113087717001
23,0.2,1.5,0.093384337237
24,0.5,0.0,0.509009733788
